Name,Location
RCCG House of Praise 431,"Enugu, Enugu, Nigeria"
RCCG Redemption Parish 432,"Nsukka, Enugu, Nigeria"
RCCG Redemption Parish 433,"Zaria, Kaduna, Nigeria"
RCCG Redemption Parish 434,"Yaba, Lagos, Nigeria"
RCCG New Life Parish 435,"Zaria, Kaduna, Nigeria"
RCCG Power House Parish 436,"Kubwa, FCT, Nigeria"
RCCG Living Faith Parish 437,"Nsukka, Enugu, Nigeria"
RCCG Victory Assembly 438,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 439,"Awka, Anambra, Nigeria"
RCCG House of Praise 440,"Kaduna, Kaduna, Nigeria"
RCCG House of Praise 441,"Onitsha, Anambra, Nigeria"
RCCG Victory Assembly 442,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 443,"Awka, Anambra, Nigeria"
RCCG House of Praise 444,"Nassarawa, Kano, Nigeria"
RCCG Redemption Parish 445,"Ikeja, Lagos, Nigeria"
RCCG Living Faith Parish 446,"Lekki, Lagos, Nigeria"
RCCG House of Praise 447,"Gwale, Kano, Nigeria"
RCCG Dominion Chapel 448,"Nsukka, Enugu, Nigeria"
RCCG Living Faith Parish 449,"Warri, Delta, Nigeria"
RCCG Victory Assembly 450,"Port Harcourt, Rivers, Nigeria"
RCCG Power House Parish 451,"Nsukka, Enugu, Nigeria"
RCCG New Life Parish 452,"Enugu, Enugu, Nigeria"
RCCG City of Glory 453,"Warri, Delta, Nigeria"
RCCG City of Glory 454,"Enugu, Enugu, Nigeria"
RCCG Power House Parish 455,"Gwale, Kano, Nigeria"
RCCG House of Praise 456,"Zaria, Kaduna, Nigeria"
RCCG Victory Assembly 457,"Kaduna, Kaduna, Nigeria"
RCCG Living Faith Parish 458,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 459,"Ijebu Ode, Ogun, Nigeria"
RCCG Redemption Parish 460,"Awka, Anambra, Nigeria"
RCCG Redemption Parish 461,"Kaduna, Kaduna, Nigeria"
RCCG New Life Parish 462,"Fagge, Kano, Nigeria"
RCCG City of Glory 463,"Onitsha, Anambra, Nigeria"
RCCG Dominion Chapel 464,"Ijebu Ode, Ogun, Nigeria"
RCCG New Life Parish 465,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 466,"Ibadan, Oyo, Nigeria"
RCCG New Life Parish 467,"Nassarawa, Kano, Nigeria"
RCCG Dominion Chapel 468,"Maitama, FCT, Nigeria"
RCCG Power House Parish 469,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 470,"Kaduna, Kaduna, Nigeria"
RCCG Power House Parish 471,"Kaduna, Kaduna, Nigeria"
RCCG New Life Parish 472,"Gwarinpa, FCT, Nigeria"
RCCG City of Glory 473,"Onitsha, Anambra, Nigeria"
RCCG Living Faith Parish 474,"Abuja, FCT, Nigeria"
RCCG City of Glory 475,"Zaria, Kaduna, Nigeria"
RCCG City of Glory 476,"Enugu, Enugu, Nigeria"
RCCG New Life Parish 477,"Awka, Anambra, Nigeria"
RCCG Victory Assembly 478,"Yaba, Lagos, Nigeria"
RCCG Redemption Parish 479,"Enugu, Enugu, Nigeria"
RCCG House of Praise 480,"Ijebu Ode, Ogun, Nigeria"
RCCG Grace Sanctuary 481,"Onitsha, Anambra, Nigeria"
RCCG Power House Parish 482,"Abeokuta, Ogun, Nigeria"
RCCG Redemption Parish 483,"Kano, Kano, Nigeria"
RCCG Redemption Parish 484,"Kaduna, Kaduna, Nigeria"
RCCG Redemption Parish 485,"Kano, Kano, Nigeria"
RCCG Grace Sanctuary 486,"Abuja, FCT, Nigeria"
RCCG Living Faith Parish 487,"Ogbomosho, Oyo, Nigeria"
RCCG Living Faith Parish 488,"Awka, Anambra, Nigeria"
RCCG House of Praise 489,"Awka, Anambra, Nigeria"
RCCG Grace Sanctuary 490,"Nassarawa, Kano, Nigeria"
RCCG Dominion Chapel 491,"Ikorodu, Lagos, Nigeria"
RCCG House of Praise 492,"Ijebu Ode, Ogun, Nigeria"
RCCG New Life Parish 493,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 494,"Warri, Delta, Nigeria"
RCCG Living Faith Parish 495,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 496,"Onitsha, Anambra, Nigeria"
RCCG City of Glory 497,"Ibadan, Oyo, Nigeria"
RCCG City of Glory 498,"Asaba, Delta, Nigeria"
RCCG New Life Parish 499,"Zaria, Kaduna, Nigeria"
RCCG City of Glory 500,"Fagge, Kano, Nigeria"
RCCG Victory Assembly 501,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 502,"Asaba, Delta, Nigeria"
RCCG Dominion Chapel 503,"Ibadan, Oyo, Nigeria"
RCCG Living Faith Parish 504,"Gwale, Kano, Nigeria"
RCCG Dominion Chapel 505,"Kano, Kano, Nigeria"
RCCG House of Praise 506,"Warri, Delta, Nigeria"
RCCG House of Praise 507,"Enugu, Enugu, Nigeria"
RCCG Redemption Parish 508,"Ikeja, Lagos, Nigeria"
RCCG Grace Sanctuary 509,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 510,"Asaba, Delta, Nigeria"
RCCG House of Praise 511,"Nassarawa, Kano, Nigeria"
RCCG Living Faith Parish 512,"Asaba, Delta, Nigeria"
RCCG Grace Sanctuary 513,"Gwale, Kano, Nigeria"
RCCG Living Faith Parish 514,"Wuse, FCT, Nigeria"
RCCG Victory Assembly 515,"Asaba, Delta, Nigeria"
RCCG Grace Sanctuary 516,"Nassarawa, Kano, Nigeria"
RCCG New Life Parish 517,"Gwarinpa, FCT, Nigeria"
RCCG City of Glory 518,"Port Harcourt, Rivers, Nigeria"
RCCG Power House Parish 519,"Lekki, Lagos, Nigeria"
RCCG Grace Sanctuary 520,"Nassarawa, Kano, Nigeria"
RCCG Dominion Chapel 521,"Ibadan, Oyo, Nigeria"
RCCG Victory Assembly 522,"Wuse, FCT, Nigeria"
RCCG City of Glory 523,"Enugu, Enugu, Nigeria"
RCCG New Life Parish 524,"Ibadan, Oyo, Nigeria"
RCCG Power House Parish 525,"Kano, Kano, Nigeria"
RCCG New Life Parish 526,"Nsukka, Enugu, Nigeria"
RCCG Living Faith Parish 527,"Onitsha, Anambra, Nigeria"
RCCG Power House Parish 528,"Yaba, Lagos, Nigeria"
RCCG Power House Parish 529,"Ibadan, Oyo, Nigeria"
RCCG Power House Parish 530,"Asaba, Delta, Nigeria"
RCCG New Life Parish 531,"Ibadan, Oyo, Nigeria"
RCCG City of Glory 532,"Asaba, Delta, Nigeria"
RCCG Living Faith Parish 533,"Gwarinpa, FCT, Nigeria"
RCCG Redemption Parish 534,"Asaba, Delta, Nigeria"
RCCG City of Glory 535,"Enugu, Enugu, Nigeria"
RCCG Victory Assembly 536,"Lekki, Lagos, Nigeria"
RCCG Victory Assembly 537,"Abuja, FCT, Nigeria"
RCCG Living Faith Parish 538,"Kano, Kano, Nigeria"
RCCG City of Glory 539,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 540,"Onitsha, Anambra, Nigeria"
RCCG New Life Parish 541,"Nassarawa, Kano, Nigeria"
RCCG House of Praise 542,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 543,"Maitama, FCT, Nigeria"
RCCG Grace Sanctuary 544,"Awka, Anambra, Nigeria"
RCCG Living Faith Parish 545,"Awka, Anambra, Nigeria"
RCCG New Life Parish 546,"Asaba, Delta, Nigeria"
RCCG City of Glory 547,"Fagge, Kano, Nigeria"
RCCG Redemption Parish 548,"Zaria, Kaduna, Nigeria"
RCCG Living Faith Parish 549,"Enugu, Enugu, Nigeria"
RCCG City of Glory 550,"Zaria, Kaduna, Nigeria"
RCCG Grace Sanctuary 551,"Awka, Anambra, Nigeria"
RCCG Victory Assembly 552,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 553,"Abuja, FCT, Nigeria"
RCCG Redemption Parish 554,"Enugu, Enugu, Nigeria"
RCCG New Life Parish 555,"Ibadan, Oyo, Nigeria"
RCCG Power House Parish 556,"Warri, Delta, Nigeria"
RCCG Living Faith Parish 557,"Ijebu Ode, Ogun, Nigeria"
RCCG Victory Assembly 558,"Asaba, Delta, Nigeria"
RCCG Dominion Chapel 559,"Awka, Anambra, Nigeria"
RCCG Grace Sanctuary 560,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 561,"Obio-Akpor, Rivers, Nigeria"
RCCG Dominion Chapel 562,"Nsukka, Enugu, Nigeria"
RCCG Victory Assembly 563,"Ijebu Ode, Ogun, Nigeria"
RCCG Living Faith Parish 564,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 565,"Ikeja, Lagos, Nigeria"
RCCG House of Praise 566,"Warri, Delta, Nigeria"
RCCG City of Glory 567,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 568,"Gwarinpa, FCT, Nigeria"
RCCG Power House Parish 569,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 570,"Gwarinpa, FCT, Nigeria"
RCCG City of Glory 571,"Maitama, FCT, Nigeria"
RCCG Dominion Chapel 572,"Kubwa, FCT, Nigeria"
RCCG Dominion Chapel 573,"Ijebu Ode, Ogun, Nigeria"
RCCG Victory Assembly 574,"Zaria, Kaduna, Nigeria"
RCCG Victory Assembly 575,"Warri, Delta, Nigeria"
RCCG Living Faith Parish 576,"Obio-Akpor, Rivers, Nigeria"
RCCG Victory Assembly 577,"Zaria, Kaduna, Nigeria"
RCCG City of Glory 578,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 579,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 580,"Zaria, Kaduna, Nigeria"
RCCG Grace Sanctuary 581,"Awka, Anambra, Nigeria"
RCCG Grace Sanctuary 582,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 583,"Ikorodu, Lagos, Nigeria"
RCCG Redemption Parish 584,"Ikeja, Lagos, Nigeria"
RCCG House of Praise 585,"Ijebu Ode, Ogun, Nigeria"
RCCG House of Praise 586,"Asaba, Delta, Nigeria"
RCCG City of Glory 587,"Awka, Anambra, Nigeria"
RCCG Redemption Parish 588,"Obio-Akpor, Rivers, Nigeria"
RCCG Grace Sanctuary 589,"Fagge, Kano, Nigeria"
RCCG Dominion Chapel 590,"Gwarinpa, FCT, Nigeria"
RCCG Victory Assembly 591,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 592,"Warri, Delta, Nigeria"
RCCG Power House Parish 593,"Enugu, Enugu, Nigeria"
RCCG Victory Assembly 594,"Lekki, Lagos, Nigeria"
RCCG New Life Parish 595,"Lekki, Lagos, Nigeria"
RCCG Grace Sanctuary 596,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 597,"Nsukka, Enugu, Nigeria"
RCCG City of Glory 598,"Ogbomosho, Oyo, Nigeria"
RCCG Living Faith Parish 599,"Ikorodu, Lagos, Nigeria"
RCCG Victory Assembly 600,"Port Harcourt, Rivers, Nigeria"
RCCG Redemption Parish 601,"Zaria, Kaduna, Nigeria"
RCCG Redemption Parish 602,"Asaba, Delta, Nigeria"
RCCG City of Glory 603,"Obio-Akpor, Rivers, Nigeria"
RCCG Grace Sanctuary 604,"Zaria, Kaduna, Nigeria"
RCCG Living Faith Parish 605,"Nsukka, Enugu, Nigeria"
RCCG Power House Parish 606,"Nassarawa, Kano, Nigeria"
RCCG Redemption Parish 607,"Nsukka, Enugu, Nigeria"
RCCG New Life Parish 608,"Yaba, Lagos, Nigeria"
RCCG Redemption Parish 609,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 610,"Maitama, FCT, Nigeria"
RCCG Living Faith Parish 611,"Enugu, Enugu, Nigeria"
RCCG House of Praise 612,"Zaria, Kaduna, Nigeria"
RCCG House of Praise 613,"Ijebu Ode, Ogun, Nigeria"
RCCG New Life Parish 614,"Kano, Kano, Nigeria"
RCCG Power House Parish 615,"Port Harcourt, Rivers, Nigeria"
RCCG Victory Assembly 616,"Kaduna, Kaduna, Nigeria"
RCCG New Life Parish 617,"Warri, Delta, Nigeria"
RCCG New Life Parish 618,"Warri, Delta, Nigeria"
RCCG Living Faith Parish 619,"Gwale, Kano, Nigeria"
RCCG Dominion Chapel 620,"Kaduna, Kaduna, Nigeria"
RCCG Grace Sanctuary 621,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 622,"Zaria, Kaduna, Nigeria"
RCCG House of Praise 623,"Ogbomosho, Oyo, Nigeria"
RCCG Dominion Chapel 624,"Kano, Kano, Nigeria"
RCCG Redemption Parish 625,"Port Harcourt, Rivers, Nigeria"
RCCG Living Faith Parish 626,"Kaduna, Kaduna, Nigeria"
RCCG New Life Parish 627,"Gwale, Kano, Nigeria"
RCCG Power House Parish 628,"Enugu, Enugu, Nigeria"
RCCG House of Praise 629,"Abeokuta, Ogun, Nigeria"
RCCG City of Glory 630,"Ibadan, Oyo, Nigeria"
RCCG Redemption Parish 631,"Kaduna, Kaduna, Nigeria"
RCCG City of Glory 632,"Nassarawa, Kano, Nigeria"
RCCG Victory Assembly 633,"Asaba, Delta, Nigeria"
RCCG Grace Sanctuary 634,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 635,"Onitsha, Anambra, Nigeria"
RCCG Victory Assembly 636,"Ibadan, Oyo, Nigeria"
RCCG Victory Assembly 637,"Onitsha, Anambra, Nigeria"
RCCG Power House Parish 638,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 639,"Onitsha, Anambra, Nigeria"
RCCG Dominion Chapel 640,"Kaduna, Kaduna, Nigeria"
RCCG New Life Parish 641,"Warri, Delta, Nigeria"
RCCG New Life Parish 642,"Fagge, Kano, Nigeria"
RCCG New Life Parish 643,"Ijebu Ode, Ogun, Nigeria"
RCCG Living Faith Parish 644,"Abeokuta, Ogun, Nigeria"
RCCG City of Glory 645,"Ijebu Ode, Ogun, Nigeria"
RCCG Grace Sanctuary 646,"Ijebu Ode, Ogun, Nigeria"
RCCG Living Faith Parish 647,"Kano, Kano, Nigeria"
RCCG New Life Parish 648,"Port Harcourt, Rivers, Nigeria"
RCCG New Life Parish 649,"Ibadan, Oyo, Nigeria"
RCCG Living Faith Parish 650,"Obio-Akpor, Rivers, Nigeria"
RCCG House of Praise 651,"Nsukka, Enugu, Nigeria"
RCCG City of Glory 652,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 653,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 654,"Fagge, Kano, Nigeria"
RCCG Victory Assembly 655,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 656,"Abeokuta, Ogun, Nigeria"
RCCG Redemption Parish 657,"Gwarinpa, FCT, Nigeria"
RCCG Living Faith Parish 658,"Asaba, Delta, Nigeria"
RCCG Living Faith Parish 659,"Port Harcourt, Rivers, Nigeria"
RCCG Power House Parish 660,"Nsukka, Enugu, Nigeria"
RCCG Redemption Parish 661,"Warri, Delta, Nigeria"
RCCG Victory Assembly 662,"Gwarinpa, FCT, Nigeria"
RCCG Victory Assembly 663,"Gwarinpa, FCT, Nigeria"
RCCG Redemption Parish 664,"Abeokuta, Ogun, Nigeria"
RCCG Grace Sanctuary 665,"Obio-Akpor, Rivers, Nigeria"
RCCG City of Glory 666,"Wuse, FCT, Nigeria"
RCCG House of Praise 667,"Gwale, Kano, Nigeria"
RCCG City of Glory 668,"Asaba, Delta, Nigeria"
RCCG House of Praise 669,"Abeokuta, Ogun, Nigeria"
RCCG Redemption Parish 670,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 671,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 672,"Surulere, Lagos, Nigeria"
RCCG City of Glory 673,"Awka, Anambra, Nigeria"
RCCG Living Faith Parish 674,"Wuse, FCT, Nigeria"
RCCG Power House Parish 675,"Asaba, Delta, Nigeria"
RCCG New Life Parish 676,"Awka, Anambra, Nigeria"
RCCG Power House Parish 677,"Kaduna, Kaduna, Nigeria"
RCCG Grace Sanctuary 678,"Wuse, FCT, Nigeria"
RCCG City of Glory 679,"Ijebu Ode, Ogun, Nigeria"
RCCG Victory Assembly 680,"Ijebu Ode, Ogun, Nigeria"
RCCG Redemption Parish 681,"Ibadan, Oyo, Nigeria"
RCCG Power House Parish 682,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 683,"Abuja, FCT, Nigeria"
RCCG Redemption Parish 684,"Abeokuta, Ogun, Nigeria"
RCCG Power House Parish 685,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 686,"Enugu, Enugu, Nigeria"
RCCG New Life Parish 687,"Abeokuta, Ogun, Nigeria"
RCCG Power House Parish 688,"Gwale, Kano, Nigeria"
RCCG Grace Sanctuary 689,"Gwarinpa, FCT, Nigeria"
RCCG House of Praise 690,"Abuja, FCT, Nigeria"
RCCG Power House Parish 691,"Fagge, Kano, Nigeria"
RCCG Grace Sanctuary 692,"Abeokuta, Ogun, Nigeria"
RCCG Redemption Parish 693,"Enugu, Enugu, Nigeria"
RCCG Redemption Parish 694,"Obio-Akpor, Rivers, Nigeria"
RCCG Living Faith Parish 695,"Awka, Anambra, Nigeria"
RCCG Victory Assembly 696,"Kano, Kano, Nigeria"
RCCG Dominion Chapel 697,"Obio-Akpor, Rivers, Nigeria"
RCCG Dominion Chapel 698,"Ijebu Ode, Ogun, Nigeria"
RCCG House of Praise 699,"Lekki, Lagos, Nigeria"
RCCG Redemption Parish 700,"Abuja, FCT, Nigeria"
RCCG Dominion Chapel 701,"Enugu, Enugu, Nigeria"
RCCG Dominion Chapel 702,"Obio-Akpor, Rivers, Nigeria"
RCCG City of Glory 703,"Yaba, Lagos, Nigeria"
RCCG Dominion Chapel 704,"Abeokuta, Ogun, Nigeria"
RCCG Power House Parish 705,"Warri, Delta, Nigeria"
RCCG Victory Assembly 706,"Yaba, Lagos, Nigeria"
RCCG Redemption Parish 707,"Ikeja, Lagos, Nigeria"
RCCG Victory Assembly 708,"Kaduna, Kaduna, Nigeria"
RCCG New Life Parish 709,"Onitsha, Anambra, Nigeria"
RCCG Redemption Parish 710,"Obio-Akpor, Rivers, Nigeria"
RCCG Living Faith Parish 711,"Gwale, Kano, Nigeria"
RCCG Redemption Parish 712,"Ikeja, Lagos, Nigeria"
RCCG House of Praise 713,"Ikorodu, Lagos, Nigeria"
RCCG Dominion Chapel 714,"Port Harcourt, Rivers, Nigeria"
RCCG Redemption Parish 715,"Nsukka, Enugu, Nigeria"
RCCG Power House Parish 716,"Enugu, Enugu, Nigeria"
RCCG Dominion Chapel 717,"Kano, Kano, Nigeria"
RCCG Victory Assembly 718,"Ikorodu, Lagos, Nigeria"
RCCG Living Faith Parish 719,"Enugu, Enugu, Nigeria"
RCCG Power House Parish 720,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 721,"Awka, Anambra, Nigeria"
RCCG Dominion Chapel 722,"Nsukka, Enugu, Nigeria"
RCCG Dominion Chapel 723,"Asaba, Delta, Nigeria"
RCCG New Life Parish 724,"Kaduna, Kaduna, Nigeria"
RCCG Redemption Parish 725,"Ikorodu, Lagos, Nigeria"
RCCG City of Glory 726,"Zaria, Kaduna, Nigeria"
RCCG Redemption Parish 727,"Enugu, Enugu, Nigeria"
RCCG Victory Assembly 728,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 729,"Port Harcourt, Rivers, Nigeria"
RCCG Living Faith Parish 730,"Nassarawa, Kano, Nigeria"
RCCG New Life Parish 731,"Nassarawa, Kano, Nigeria"
RCCG Living Faith Parish 732,"Asaba, Delta, Nigeria"
RCCG Power House Parish 733,"Maitama, FCT, Nigeria"
RCCG Dominion Chapel 734,"Fagge, Kano, Nigeria"
RCCG Power House Parish 735,"Warri, Delta, Nigeria"
RCCG Victory Assembly 736,"Ikeja, Lagos, Nigeria"
RCCG Power House Parish 737,"Gwale, Kano, Nigeria"
RCCG Dominion Chapel 738,"Abuja, FCT, Nigeria"
RCCG Living Faith Parish 739,"Wuse, FCT, Nigeria"
RCCG Grace Sanctuary 740,"Asaba, Delta, Nigeria"
RCCG Dominion Chapel 741,"Nsukka, Enugu, Nigeria"
RCCG City of Glory 742,"Ijebu Ode, Ogun, Nigeria"
RCCG Living Faith Parish 743,"Ikorodu, Lagos, Nigeria"
RCCG New Life Parish 744,"Abeokuta, Ogun, Nigeria"
RCCG Redemption Parish 745,"Awka, Anambra, Nigeria"
RCCG Power House Parish 746,"Kubwa, FCT, Nigeria"
RCCG Living Faith Parish 747,"Warri, Delta, Nigeria"
RCCG City of Glory 748,"Wuse, FCT, Nigeria"
RCCG New Life Parish 749,"Enugu, Enugu, Nigeria"
RCCG City of Glory 750,"Wuse, FCT, Nigeria"
RCCG Redemption Parish 751,"Abeokuta, Ogun, Nigeria"
RCCG Power House Parish 752,"Abuja, FCT, Nigeria"
RCCG Dominion Chapel 753,"Asaba, Delta, Nigeria"
RCCG Victory Assembly 754,"Gwale, Kano, Nigeria"
RCCG New Life Parish 755,"Ikorodu, Lagos, Nigeria"
RCCG House of Praise 756,"Onitsha, Anambra, Nigeria"
RCCG New Life Parish 757,"Port Harcourt, Rivers, Nigeria"
RCCG Grace Sanctuary 758,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 759,"Nsukka, Enugu, Nigeria"
RCCG Living Faith Parish 760,"Awka, Anambra, Nigeria"
RCCG City of Glory 761,"Fagge, Kano, Nigeria"
RCCG City of Glory 762,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 763,"Yaba, Lagos, Nigeria"
RCCG Grace Sanctuary 764,"Ikorodu, Lagos, Nigeria"
RCCG House of Praise 765,"Warri, Delta, Nigeria"
RCCG Living Faith Parish 766,"Gwale, Kano, Nigeria"
RCCG Dominion Chapel 767,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 768,"Abeokuta, Ogun, Nigeria"
RCCG Grace Sanctuary 769,"Warri, Delta, Nigeria"
RCCG Power House Parish 770,"Kaduna, Kaduna, Nigeria"
RCCG Living Faith Parish 771,"Zaria, Kaduna, Nigeria"
RCCG Grace Sanctuary 772,"Asaba, Delta, Nigeria"
RCCG House of Praise 773,"Awka, Anambra, Nigeria"
RCCG Dominion Chapel 774,"Ogbomosho, Oyo, Nigeria"
RCCG Grace Sanctuary 775,"Ikorodu, Lagos, Nigeria"
RCCG City of Glory 776,"Wuse, FCT, Nigeria"
RCCG House of Praise 777,"Abeokuta, Ogun, Nigeria"
RCCG Grace Sanctuary 778,"Kaduna, Kaduna, Nigeria"
RCCG New Life Parish 779,"Ogbomosho, Oyo, Nigeria"
RCCG House of Praise 780,"Zaria, Kaduna, Nigeria"
RCCG New Life Parish 781,"Enugu, Enugu, Nigeria"
RCCG Redemption Parish 782,"Maitama, FCT, Nigeria"
RCCG New Life Parish 783,"Asaba, Delta, Nigeria"
RCCG City of Glory 784,"Abeokuta, Ogun, Nigeria"
RCCG Grace Sanctuary 785,"Nassarawa, Kano, Nigeria"
RCCG Grace Sanctuary 786,"Warri, Delta, Nigeria"
RCCG New Life Parish 787,"Gwarinpa, FCT, Nigeria"
RCCG City of Glory 788,"Fagge, Kano, Nigeria"
RCCG City of Glory 789,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 790,"Warri, Delta, Nigeria"
RCCG City of Glory 791,"Awka, Anambra, Nigeria"
RCCG House of Praise 792,"Abuja, FCT, Nigeria"
RCCG New Life Parish 793,"Lekki, Lagos, Nigeria"
RCCG House of Praise 794,"Awka, Anambra, Nigeria"
RCCG City of Glory 795,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 796,"Kaduna, Kaduna, Nigeria"
RCCG Power House Parish 797,"Ijebu Ode, Ogun, Nigeria"
RCCG New Life Parish 798,"Ogbomosho, Oyo, Nigeria"
RCCG City of Glory 799,"Yaba, Lagos, Nigeria"
RCCG Power House Parish 800,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 801,"Lekki, Lagos, Nigeria"
RCCG Power House Parish 802,"Gwarinpa, FCT, Nigeria"
RCCG Living Faith Parish 803,"Kubwa, FCT, Nigeria"
RCCG City of Glory 804,"Port Harcourt, Rivers, Nigeria"
RCCG New Life Parish 805,"Kaduna, Kaduna, Nigeria"
RCCG Grace Sanctuary 806,"Maitama, FCT, Nigeria"
RCCG New Life Parish 807,"Onitsha, Anambra, Nigeria"
RCCG Victory Assembly 808,"Zaria, Kaduna, Nigeria"
RCCG Victory Assembly 809,"Yaba, Lagos, Nigeria"
RCCG House of Praise 810,"Ijebu Ode, Ogun, Nigeria"
RCCG Redemption Parish 811,"Asaba, Delta, Nigeria"
RCCG Dominion Chapel 812,"Awka, Anambra, Nigeria"
RCCG New Life Parish 813,"Obio-Akpor, Rivers, Nigeria"
RCCG Victory Assembly 814,"Zaria, Kaduna, Nigeria"
RCCG Power House Parish 815,"Abuja, FCT, Nigeria"
RCCG Redemption Parish 816,"Ibadan, Oyo, Nigeria"
RCCG House of Praise 817,"Kubwa, FCT, Nigeria"
RCCG Redemption Parish 818,"Onitsha, Anambra, Nigeria"
RCCG New Life Parish 819,"Fagge, Kano, Nigeria"
RCCG New Life Parish 820,"Surulere, Lagos, Nigeria"
RCCG Living Faith Parish 821,"Obio-Akpor, Rivers, Nigeria"
RCCG Dominion Chapel 822,"Awka, Anambra, Nigeria"
RCCG City of Glory 823,"Obio-Akpor, Rivers, Nigeria"
RCCG Victory Assembly 824,"Lekki, Lagos, Nigeria"
RCCG City of Glory 825,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 826,"Gwarinpa, FCT, Nigeria"
RCCG Power House Parish 827,"Nassarawa, Kano, Nigeria"
RCCG Victory Assembly 828,"Asaba, Delta, Nigeria"
RCCG New Life Parish 829,"Surulere, Lagos, Nigeria"
RCCG Living Faith Parish 830,"Gwale, Kano, Nigeria"
RCCG Dominion Chapel 831,"Enugu, Enugu, Nigeria"
RCCG Grace Sanctuary 832,"Ibadan, Oyo, Nigeria"
RCCG Living Faith Parish 833,"Awka, Anambra, Nigeria"
RCCG Living Faith Parish 834,"Kano, Kano, Nigeria"
RCCG Victory Assembly 835,"Onitsha, Anambra, Nigeria"
RCCG Living Faith Parish 836,"Ibadan, Oyo, Nigeria"
RCCG Dominion Chapel 837,"Warri, Delta, Nigeria"
RCCG Redemption Parish 838,"Warri, Delta, Nigeria"
RCCG Living Faith Parish 839,"Asaba, Delta, Nigeria"
RCCG Living Faith Parish 840,"Fagge, Kano, Nigeria"
RCCG Grace Sanctuary 841,"Port Harcourt, Rivers, Nigeria"
RCCG Redemption Parish 842,"Zaria, Kaduna, Nigeria"
RCCG House of Praise 843,"Enugu, Enugu, Nigeria"
RCCG New Life Parish 844,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 845,"Ikorodu, Lagos, Nigeria"
RCCG Grace Sanctuary 846,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 847,"Kano, Kano, Nigeria"
RCCG House of Praise 848,"Gwale, Kano, Nigeria"
RCCG Redemption Parish 849,"Maitama, FCT, Nigeria"
RCCG New Life Parish 850,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 851,"Asaba, Delta, Nigeria"
RCCG Victory Assembly 852,"Ijebu Ode, Ogun, Nigeria"
RCCG City of Glory 853,"Kaduna, Kaduna, Nigeria"
RCCG House of Praise 854,"Kubwa, FCT, Nigeria"
RCCG Power House Parish 855,"Obio-Akpor, Rivers, Nigeria"
RCCG Dominion Chapel 856,"Zaria, Kaduna, Nigeria"
RCCG Power House Parish 857,"Ibadan, Oyo, Nigeria"
RCCG Power House Parish 858,"Obio-Akpor, Rivers, Nigeria"
RCCG City of Glory 859,"Ijebu Ode, Ogun, Nigeria"
RCCG New Life Parish 860,"Ogbomosho, Oyo, Nigeria"
RCCG Dominion Chapel 861,"Port Harcourt, Rivers, Nigeria"
RCCG New Life Parish 862,"Kubwa, FCT, Nigeria"
